"naics" "year" "Y" "K" "L" "M"
311119 2009 22862.35546875 5712.2001953125 27.7000007629395 14779.982421875
311211 1990 6429.25732421875 2249.80004882812 12.3000001907349 6142.76220703125
311211 1991 6289.9755859375 2279.69995117188 12.3999996185303 4885.07275390625
311211 1992 6895.29052734375 2343.10009765625 13.1000003814697 5796.37353515625
311211 1993 7581.0419921875 2516.5 13.3999996185303 6348.7880859375
311211 1994 7698.154296875 2526.69995117188 12.6999998092651 6142.3330078125
311211 1995 7236.98876953125 2508.30004882812 13 5800.72509765625
311211 1996 6300.85302734375 2605.39990234375 12.6000003814697 5804.7275390625
311211 1997 8002 2599 12.8000001907349 6232.2998046875
311211 1998 8141.37158203125 2673.80004882812 10.8999996185303 5869.54541015625
311211 1999 7394.57568359375 2732.89990234375 12.1000003814697 5164.1650390625
311211 2000 7788.10400390625 2767.60009765625 12.6000003814697 4949.27685546875
311211 2001 7036.67041015625 2827.30004882812 11.6000003814697 4886.92529296875
311211 2002 7307.619140625 2801 11.6000003814697 4808.9794921875
311211 2003 7522.357421875 2825.80004882812 10.8000001907349 4758.5087890625
311211 2004 7714.08544921875 2865.80004882812 10.6000003814697 5260.26806640625
311211 2005 8310.6630859375 2962.10009765625 10.5 5350.9072265625
311211 2006 7900.5029296875 2995.80004882812 9.69999980926514 4559.23388671875
311211 2007 8138.71240234375 2981 10.1999998092651 4535.49169921875
311211 2008 8156.97607421875 3095 10.3000001907349 5653.75
311211 2009 10697.61328125 3081.39990234375 10 6070.482421875
311212 1990 2239.82299804688 762.900024414062 4.30000019073486 1633.54833984375
311212 1991 2080.3828125 752.900024414062 4.19999980926514 1562.564453125
311212 1992 1960.45129394531 743.700012207031 3.90000009536743 1436.93310546875
311212 1993 2464.25854492188 733.599975585938 3.90000009536743 1708.51013183594
311212 1994 2183.11547851562 739.299987792969 4.09999990463257 1628.05895996094
311212 1995 2150.62573242188 742.299987792969 4 1493.47436523438
311212 1996 2497.67211914062 748.099975585938 3.59999990463257 1611.91333007812
311212 1997 2364.60009765625 749.5 3.79999995231628 1842.5
311212 1998 2341.80493164062 758.099975585938 3.59999990463257 1773.3154296875
311212 1999 2543.71459960938 740.599975585938 4.30000019073486 1809.6640625
311212 2000 2696.71215820312 744.400024414062 4.19999980926514 1536.38134765625
311212 2001 2725.30126953125 767 4.09999990463257 1351.31994628906
311212 2002 3064.28564453125 772.700012207031 3.79999995231628 1213.70776367188
311212 2003 2782.7587890625 772.799987792969 3.59999990463257 1246.5341796875
311212 2004 2368.607421875 778.700012207031 3.70000004768372 1422.291015625
311212 2005 2690.67700195312 802.599975585938 3.70000004768372 1498.68249511719
311212 2006 2523.60961914062 812 3.5 1322.19323730469
311212 2007 2832.9658203125 809 3.79999995231628 1362.50146484375
311212 2008 2445.47875976562 826.400024414062 3.90000009536743 1693.93774414062
311212 2009 3094.05786132812 826.299987792969 3.70000004768372 1820.24694824219
311213 1990 761.304321289062 620.5 1.39999997615814 666.638305664062
311213 1991 749.754272460938 605.099975585938 1.39999997615814 594.231628417969
311213 1992 715.279479980469 590.5 1.29999995231628 547.398132324219
311213 1993 707.2392578125 585.400024414062 1.29999995231628 556.343933105469
311213 1994 699.525512695312 591.900024414062 1.20000004768372 561.492553710938
311213 1995 759.470886230469 632.599975585938 1.20000004768372 675.435913085938
311213 1996 776.363647460938 645.099975585938 1.20000004768372 673.369140625
311213 1997 775.299987792969 646.799987792969 1.29999995231628 593.099975585938
311213 1998 671.691955566406 655.5 1.20000004768372 458.248504638672
311213 1999 552.109497070312 674.099975585938 0.899999976158142 415.903900146484
311213 2000 543.944274902344 660.799987792969 0.899999976158142 447.949340820312
311213 2001 553.488403320312 647.299987792969 0.899999976158142 416.248748779297
311213 2002 536.282165527344 639.700012207031 0.899999976158142 330.180999755859
311213 2003 572.756774902344 616.099975585938 0.899999976158142 336.201599121094
311213 2004 607.782470703125 595.099975585938 0.899999976158142 384.950714111328
311213 2005 623.151123046875 580.099975585938 0.899999976158142 404.251800537109
311213 2006 669.673889160156 563.299987792969 0.899999976158142 355.276733398438
311213 2007 808.427551269531 544.200012207031 1 404.953247070312
311213 2008 823.095642089844 539.700012207031 1 453.468933105469
311213 2009 718.639282226562 523.599975585938 1 487.377166748047
311221 1990 7318.4697265625 5579.7001953125 9.30000019073486 5280.9150390625
311221 1991 7457.1279296875 5642.5 9.69999980926514 5320.6142578125
311221 1992 7400.419921875 5770.60009765625 9.19999980926514 5290.8984375
311221 1993 7517.685546875 5932.60009765625 9 5108.34326171875
311221 1994 7415.564453125 6101.60009765625 9 5921.54052734375
311221 1995 8545.6455078125 6358.7998046875 9.19999980926514 5802.1552734375
311221 1996 8449.056640625 6829 9 6609.35400390625
311221 1997 8455.2001953125 7297.39990234375 9.19999980926514 5962.7998046875
311221 1998 9195.041015625 7471.60009765625 9.30000019073486 5822.03369140625
311221 1999 9304.2529296875 7506.10009765625 9.10000038146973 5685.5810546875
311221 2000 8848.009765625 7529.7998046875 9.19999980926514 5373.02099609375
311221 2001 8425.111328125 7866.89990234375 8.60000038146973 5431.03759765625
311221 2002 8921.6796875 8144.2001953125 9 5106.59423828125
311221 2003 8690.4658203125 7907.5 8.80000019073486 4877.1064453125
311221 2004 8417.6923828125 7671.7998046875 8.80000019073486 5431.10009765625
311221 2005 9226.31640625 7590.7001953125 8.69999980926514 5604.7734375
311221 2006 8726.1630859375 7437.7998046875 8.80000019073486 5139.890625
311221 2007 9436.9931640625 7541.2998046875 8.39999961853027 4970.720703125
311221 2008 10523.0771484375 7386.2001953125 8.39999961853027 5213.81689453125
311221 2009 12438.4501953125 7368.10009765625 8.5 6044.1328125
311222 1990 12958.5732421875 2422.30004882812 6.30000019073486 10435.9794921875
311222 1991 12478.1162109375 2461.19995117188 6.09999990463257 10137.755859375
311222 1992 13266.3583984375 2535.80004882812 6.80000019073486 10727.9306640625
311222 1993 13461.0234375 2509.39990234375 6.90000009536743 10893.7021484375
311222 1994 13995.7294921875 2504.60009765625 6.80000019073486 11154.6728515625
311222 1995 15531.8466796875 2485.80004882812 6.80000019073486 12320.7255859375
311222 1996 13977.2685546875 2484.5 6.59999990463257 11831.3330078125
311222 1997 14036.2998046875 2590 6.59999990463257 12650.599609375
311222 1998 15114.5244140625 2655 6.40000009536743 12085.1025390625
311222 1999 16197.646484375 2837.89990234375 6.5 11046.4462890625
311222 2000 14385.6328125 3104.10009765625 6.5 9990.9775390625
311222 2001 15757.857421875 3080.39990234375 6.59999990463257 10465.53515625
311222 2002 17159.060546875 3074.5 7.30000019073486 10012.4091796875
311222 2003 18486.763671875 3098.5 8 10649.30078125
311222 2004 16705.826171875 3161.80004882812 6.80000019073486 9635.509765625
311222 2005 18872.6875 3160.60009765625 6.90000009536743 11262.0673828125
311222 2006 17474.705078125 3163.80004882812 6.80000019073486 9939.3837890625
311222 2007 17542.572265625 3210.30004882812 6.19999980926514 9001.380859375
311222 2008 19670.6796875 3248 6.19999980926514 12131.9072265625
311222 2009 20347.654296875 3250.80004882812 6 11244.4892578125
311223 1990 1390.67248535156 1017 3.29999995231628 1120.4482421875
311223 1991 1444.89001464844 993.299987792969 2.70000004768372 898.881591796875
311223 1992 1796.74353027344 973.799987792969 3.09999990463257 1244.615234375
311223 1993 1610.39721679688 940 3 1293.56335449219
311223 1994 1434.42443847656 915.400024414062 3 1209.54748535156
311223 1995 1620.2197265625 939.200012207031 2.70000004768372 1208.09301757812
311223 1996 1551.18579101562 898.799987792969 2.59999990463257 1213.62255859375
311223 1997 1720.69995117188 896.599975585938 2.70000004768372 1470.30004882812
311223 1998 1862.64196777344 942.200012207031 2.59999990463257 1646.35729980469
311223 1999 1625.75061035156 993.700012207031 1.89999997615814 1442.90087890625
311223 2000 1680.12658691406 1001.09997558594 1.89999997615814 1300.74914550781
311223 2001 1835.16772460938 968.799987792969 1.79999995231628 1430.55627441406
311223 2002 1460.9755859375 944.200012207031 1.60000002384186 922.078857421875
311223 2003 1484.71203613281 909.200012207031 1.70000004768372 973.567932128906
311223 2004 1406.28625488281 878.5 1.5 1007.97509765625
311223 2005 1394.52587890625 844.099975585938 1.5 1153.380859375
311223 2006 1188.06921386719 813.200012207031 1.5 994.9072265625
311223 2007 1172.29577636719 787 1.39999997615814 888.439025878906
311223 2008 1291.10217285156 771.799987792969 1.29999995231628 1186.97045898438
311223 2009 1314.87109375 745.400024414062 1.29999995231628 1100.96997070312
311225 1990 6972.39404296875 2105.19995117188 11.1000003814697 5063.75244140625
311225 1991 7813.01220703125 2092.19995117188 10.8999996185303 5784.47900390625
311225 1992 6737.94384765625 2089.89990234375 9.60000038146973 4886.1328125
311225 1993 6593.47802734375 2090.89990234375 9.10000038146973 4872.05078125
311225 1994 5963.45751953125 2069 8.30000019073486 4673.04296875
311225 1995 5657.921875 2033.30004882812 7.80000019073486 4643.34619140625
311225 1996 6107.4521484375 2002.30004882812 8.10000038146973 4584.77197265625
311225 1997 7622.89990234375 2017.09997558594 8.5 6046
311225 1998 7477.70263671875 2093.39990234375 8 6248.6982421875
311225 1999 7052.38623046875 2374.19995117188 8.89999961853027 6034.21337890625
311225 2000 6443.04345703125 2423.39990234375 7.40000009536743 4748.4951171875
311225 2001 6686.45166015625 2397 7.69999980926514 5137.873046875
311225 2002 7364.06591796875 2388.5 8.19999980926514 5884.42529296875
311225 2003 6823.181640625 2373.10009765625 7 5562.04052734375
311225 2004 7775.01953125 2359.39990234375 7.30000019073486 6721.13232421875
311225 2005 8246.53515625 2280.19995117188 7.19999980926514 6967.54833984375
311225 2006 7708.60986328125 2335 7.30000019073486 6228.9873046875
311225 2007 9211.5576171875 2383.39990234375 8.30000019073486 7565.16943359375
311225 2008 10700.328125 2439 8.69999980926514 9066.271484375
311225 2009 9788.7568359375 2399.39990234375 8.39999961853027 7213.73779296875
311230 1990 9309.732421875 4015.89990234375 16.1000003814697 3101.46337890625
311230 1991 9146.4765625 4273.7998046875 15.6999998092651 2896.98754882812
311230 1992 9701.583984375 4390.5 16.1000003814697 2965.01318359375
311230 1993 10023.607421875 4605.2998046875 17.6000003814697 3427.41650390625
311230 1994 10896.306640625 4792.7001953125 17.1000003814697 3182.2802734375
311230 1995 10860.359375 4900.7001953125 16.6000003814697 2723.24951171875
311230 1996 8814.3271484375 5032.7998046875 13.8000001907349 2651.34887695312
311230 1997 9098.7998046875 5158 14.3999996185303 2653.80004882812
311230 1998 10046.146484375 5199.7998046875 14.8999996185303 2706.32202148438
311230 1999 11084.2587890625 5299.2998046875 14.6999998092651 2799.86840820312
311230 2000 11323.384765625 5331.2998046875 14.6000003814697 2789.81787109375
311230 2001 11586.5986328125 5349.2998046875 14 2819.89038085938
311230 2002 8961.78515625 5342.7001953125 13 2271.05712890625
311230 2003 10329.064453125 5286.7998046875 12.6000003814697 2282.82348632812
311230 2004 10862.11328125 5245.7001953125 12.3000001907349 2477.85717773438
311230 2005 10804.33984375 5155.7001953125 13.3999996185303 2702.2353515625
311230 2006 8809.5322265625 5107.5 14 2467.16235351562
311230 2007 8803.818359375 5087.7998046875 12.8999996185303 2423.1005859375
311230 2008 9321.9423828125 5037.10009765625 13.3000001907349 2352.3359375
311230 2009 9832.2001953125 4939.60009765625 13 2678.25463867188
311311 1990 1264 1413.19995117188 6.09999990463257 850.153442382812
311311 1991 1401.01940917969 1431.09997558594 6.19999980926514 988.836853027344
311311 1992 1508.05786132812 1388.90002441406 7 967.545227050781
311311 1993 1556.45495605469 1381.5 6.69999980926514 967.086242675781
311311 1994 1578.48486328125 1365.5 6.40000009536743 947.260437011719
311311 1995 1366.50439453125 1337.59997558594 5.30000019073486 862.506469726562
311311 1996 1439.64660644531 1324.80004882812 5 865.45703125
311311 1997 1457.5 1325.90002441406 4.90000009536743 900.200012207031
311311 1998 1510.46276855469 1319.30004882812 4.90000009536743 916.14208984375
311311 1999 1565.513671875 1306.5 5.09999990463257 907.501647949219
311311 2000 1736.958984375 1286.69995117188 4.90000009536743 889.629028320312
311311 2001 1276.85778808594 1288.09997558594 4.19999980926514 739.439392089844
311311 2002 1348.404296875 1257.90002441406 4.40000009536743 797.562194824219
311311 2003 1606.15222167969 1208.40002441406 4.09999990463257 925.252197265625
311311 2004 1724.40087890625 1214.90002441406 3.90000009536743 982.389953613281
311311 2005 1665.96752929688 1189.30004882812 4.09999990463257 951.929016113281
311311 2006 1537.11254882812 1174 3.79999995231628 853.086669921875
311311 2007 1720.77197265625 1149.09997558594 4 976.958312988281
311311 2008 1739.34118652344 1199.09997558594 3.79999995231628 988.131713867188
311311 2009 1670.77697753906 1195.09997558594 4 917.81689453125
311312 1990 3141.2666015625 1568.19995117188 4.90000009536743 2570.86401367188
311312 1991 3007.09155273438 1543.09997558594 4.90000009536743 2475.87719726562
311312 1992 2901.2333984375 1522.69995117188 4.80000019073486 2293.09765625
311312 1993 2855.15454101562 1512.59997558594 4.90000009536743 2135.15209960938
311312 1994 2670.1337890625 1475.30004882812 4.09999990463257 2075.52978515625
311312 1995 2634.89794921875 1485.30004882812 3.40000009536743 2074.29028320312
311312 1996 2647.26928710938 1476.09997558594 3.09999990463257 2095.27954101562
311312 1997 3209.19995117188 1438.59997558594 3.90000009536743 2733.80004882812
311312 1998 3403.6884765625 1418.90002441406 3.90000009536743 2859.28686523438
311312 1999 3134.99487304688 1386.5 4.09999990463257 2635.73510742188
311312 2000 3134.04711914062 1360.69995117188 3.90000009536743 2598.0205078125
311312 2001 2795.92504882812 1333.90002441406 4.09999990463257 2203.9482421875
311312 2002 3178.07202148438 1296.59997558594 4.5 2368.39086914062
311312 2003 3277.8466796875 1310.40002441406 4 2392.90454101562
311312 2004 2978.74340820312 1463.80004882812 3.5 2229.58911132812
311312 2005 2759.19995117188 1498.90002441406 3.29999995231628 1906.72216796875
311312 2006 2073.81982421875 1533.80004882812 2.90000009536743 1513.41821289062
311312 2007 2200.66845703125 1532.40002441406 2.79999995231628 1550.134765625
311312 2008 2138.66552734375 1484.90002441406 2.70000004768372 1562.71740722656
311312 2009 1933.83642578125 1512.80004882812 2.79999995231628 1448.25952148438
311313 1990 2102.36450195312 1576.5 7.59999990463257 1501.02917480469
311313 1991 2359.00805664062 1555.59997558594 7.59999990463257 1749.74157714844
311313 1992 2414.81494140625 1590.19995117188 7.59999990463257 1776.57482910156
311313 1993 2567.029296875 1612.90002441406 7.59999990463257 1811.37854003906
311313 1994 2726.81079101562 1663.5 8.10000038146973 1925.16918945312
311313 1995 2950.9072265625 1695.40002441406 8.5 2147.86303710938
311313 1996 2865.08569335938 1728 8.30000019073486 2054.28662109375
311313 1997 2732.5 1748.19995117188 7.69999980926514 1913.40002441406
311313 1998 2861.67016601562 1798.59997558594 7.80000019073486 1916.70617675781
311313 1999 2915.70971679688 1916.90002441406 7.5 1914.529296875
311313 2000 3172.84106445312 1981.19995117188 7.59999990463257 1866.23059082031
311313 2001 3089.671875 1962.40002441406 6.69999980926514 1596.22216796875
311313 2002 2482.28833007812 1913.59997558594 5.69999980926514 1380.04553222656
311313 2003 2957.1279296875 1840.90002441406 6.5 1625.50024414062
311313 2004 2814.68090820312 1812.80004882812 6.40000009536743 1685.13830566406
311313 2005 2787.1689453125 1764.90002441406 6.80000019073486 1494.93469238281
311313 2006 2505.14575195312 1737.59997558594 6.69999980926514 1608.91003417969
311313 2007 3207.1708984375 1697.59997558594 6.69999980926514 1886.77136230469
311313 2008 2991.05786132812 1700.30004882812 6 1551.89770507812
311313 2009 2802.45385742188 1690.30004882812 6 1561.36950683594
311320 1990 3640.0712890625 1274.30004882812 11.3000001907349 1875.38525390625
311320 1991 3561.46557617188 1349.80004882812 10.8999996185303 1691.58972167969
311320 1992 3693.69799804688 1419.09997558594 9.89999961853027 1856.73657226562
311320 1993 3669.1865234375 1625.40002441406 10 1887.92358398438
311320 1994 3544.73681640625 1670.80004882812 10.1000003814697 1847.74401855469
311320 1995 3532.09741210938 1695.30004882812 9.89999961853027 1929.30358886719
311320 1996 3561.09399414062 1692.5 9.80000019073486 2064.86059570312
311320 1997 3755.30004882812 1682.19995117188 9.89999961853027 1960.30004882812
311320 1998 4482.076171875 1660.90002441406 10 2227.283203125
311320 1999 3896.751953125 1683.69995117188 8.89999961853027 1961.40368652344
311320 2000 4113.2021484375 1739.59997558594 9.10000038146973 2028.49816894531
311320 2001 4290.85791015625 1702.5 9 2052.91259765625
311320 2002 3623.19995117188 1684.5 8.60000038146973 2170.53564453125
311320 2003 3418.89379882812 1686.90002441406 9 2503.47094726562
311320 2004 3552.5771484375 1817.80004882812 8.69999980926514 2202.99169921875
311320 2005 3608.03442382812 1793.69995117188 7.90000009536743 2061.65112304688
311320 2006 3677.13793945312 1760.90002441406 7.80000019073486 1985.87280273438
311320 2007 3555.14990234375 1741.5 7.69999980926514 1982.12048339844
311320 2008 3019.40063476562 1713.59997558594 7.09999990463257 1965.30798339844
311320 2009 2923.67114257812 1698.59997558594 7.5 2052.27709960938
311330 1990 NA NA NA NA
311330 1991 NA NA NA NA
311330 1992 NA NA NA NA
311330 1993 NA NA NA NA
311330 1994 NA NA NA NA
311330 1995 NA NA NA NA
311330 1996 NA NA NA NA
311330 1997 7879.7998046875 2735.60009765625 32.9000015258789 3202.60009765625
311330 1998 8075 2830.19995117188 29.8999996185303 3244.70703125
311330 1999 8422.189453125 2927.30004882812 33.5999984741211 3271.30200195312
311330 2000 8866.798828125 3062.19995117188 35.5999984741211 3368.99072265625
311330 2001 8644.62890625 3137.19995117188 37 3307.66528320312
311330 2002 8477.39453125 3158.39990234375 33.2000007629395 3101.26977539062
311330 2003 8703.302734375 3198 31.6000003814697 3014.08764648438
311330 2004 8892.75390625 3233.19995117188 28 3023.2099609375
311330 2005 9122.1240234375 3304.19995117188 26.3999996185303 2829.94897460938
311330 2006 9158.44140625 3362.30004882812 26.3999996185303 3049.3720703125
311330 2007 8309.859375 3372.5 32 2981.39428710938
311330 2008 7130.71044921875 3393.80004882812 26 3104.748046875
311330 2009 6898.70849609375 3386 24.2999992370605 3077.72509765625
311340 1990 3735.98559570312 1531.40002441406 22.2000007629395 1637.21398925781
311340 1991 3812.181640625 1581.19995117188 22.2000007629395 1658.29724121094
311340 1992 3892.27368164062 1588.90002441406 21.3999996185303 1585.18151855469
311340 1993 4019.73828125 1654.30004882812 21.8999996185303 1720.26672363281
311340 1994 4057.38940429688 1725.19995117188 21.2999992370605 1719.63720703125
311340 1995 4108.04248046875 1766.19995117188 21.6000003814697 1658.34436035156
311340 1996 4367.6142578125 1820.40002441406 22 1726.76599121094
311340 1997 5080.2998046875 1862 25.5 2058.30004882812
311340 1998 5339.5419921875 1982.09997558594 27.3999996185303 2159.66650390625
311340 1999 5208.61865234375 2085.69995117188 25.3999996185303 2115.66967773438
311340 2000 5453.70361328125 2182.89990234375 22.8999996185303 2122.82861328125
311340 2001 5629.7587890625 2272.60009765625 23.5 2153.91162109375
311340 2002 5749.283203125 2343.80004882812 23.3999996185303 2149.7841796875
311340 2003 5041.64404296875 2476 21.5 2020.05383300781
311340 2004 5011.3056640625 2502.10009765625 19.5 2021.31384277344
311340 2005 5612.8203125 2616.60009765625 19.7999992370605 2228.77490234375
311340 2006 5083.36083984375 2613.39990234375 17.7000007629395 2009.51354980469
311340 2007 4451.1943359375 2790.69995117188 18.2999992370605 1862.08239746094
311340 2008 4430.0224609375 2766.80004882812 16.2999992370605 1724.61657714844
311340 2009 4428.390625 2794.10009765625 16.5 2000.28625488281
311411 1990 7392.28466796875 3739.5 46.2000007629395 5175.85546875
311411 1991 7793.15087890625 3960.30004882812 46 5112.9169921875
311411 1992 7744.09033203125 4104.5 48 5208.1787109375
311411 1993 8290.2109375 4184.39990234375 48.4000015258789 5245.2890625
311411 1994 8672.904296875 4313.89990234375 47.7000007629395 5315.23291015625
311411 1995 9184.583984375 4357.60009765625 49.2000007629395 5489.50537109375
311411 1996 9382.283203125 4511.2998046875 48.2000007629395 5703.26806640625
311411 1997 9549.2998046875 4664.2001953125 46.2999992370605 5241.10009765625
311411 1998 9902.1083984375 4831 49.5 5525.00439453125
311411 1999 9351.046875 5047.10009765625 44.5 5281.943359375
311411 2000 9832.0322265625 5346.2998046875 43.5999984741211 5218.8251953125
311411 2001 9952.48046875 5510.10009765625 42.5 5375.93359375
311411 2002 8919.1513671875 5513.39990234375 37.9000015258789 4469.267578125
311411 2003 9077.4853515625 5546.2998046875 36.7000007629395 4436.9775390625
311411 2004 8981.634765625 5475.39990234375 34.7000007629395 4308.86083984375
311411 2005 9359.90625 5477.10009765625 34.7000007629395 4555.2998046875
311411 2006 9006.3369140625 5488.7998046875 33.4000015258789 4301.45263671875
311411 2007 8938.3837890625 5482.2998046875 33.9000015258789 4153.84619140625
311411 2008 8642.97265625 5415.2998046875 33.2999992370605 4090.53369140625
311411 2009 8611.03515625 5388.10009765625 33.7999992370605 4431.55029296875
311412 1990 8224.68359375 2920.60009765625 44.7000007629395 4474.23388671875
311412 1991 8843.44140625 3047.10009765625 44.9000015258789 4690.47314453125
311412 1992 8248.640625 3155.80004882812 46.7000007629395 4269.23583984375
311412 1993 8662.19921875 3278.5 46.4000015258789 4492.8408203125
311412 1994 9185.28515625 3414.10009765625 46.0999984741211 4685.69580078125
311412 1995 9519.732421875 3515.19995117188 43.9000015258789 4471.4248046875
311412 1996 9470.0908203125 3617.10009765625 42.9000015258789 4446.09765625
311412 1997 10142.400390625 3673.69995117188 47.9000015258789 4901.60009765625
311412 1998 11103.1962890625 3830.69995117188 47.2999992370605 5535.8740234375
311412 1999 11197.02734375 3954 48.2000007629395 5484.9150390625
311412 2000 11527.58984375 4108.5 47.9000015258789 5312.67431640625
311412 2001 11776.4296875 4228.7001953125 46.7999992370605 5128.11181640625
311412 2002 12208.349609375 4332.2998046875 50.7000007629395 5484.90869140625
311412 2003 12342.2490234375 4491.2001953125 50.5999984741211 5653.37353515625
311412 2004 12142.638671875 4534.10009765625 49.4000015258789 5702.12890625
311412 2005 12583.626953125 4673.2998046875 51 6262.845703125
311412 2006 12782.8603515625 4821.10009765625 50.7000007629395 6146.20556640625
311412 2007 12866.1826171875 4951.89990234375 53.0999984741211 6007.77392578125
311412 2008 12264.0654296875 5058.2001953125 52.0999984741211 6077.931640625
311412 2009 12486.953125 5155 53 6584.00146484375
311421 1990 16929.1796875 7633.2001953125 76.1999969482422 9802.970703125
311421 1991 18029.80859375 7819.60009765625 75.1999969482422 10123.4326171875
311421 1992 17372.033203125 8060.89990234375 71.9000015258789 9376.5654296875
311421 1993 17621.4453125 8212.099609375 70.5999984741211 9450.06640625
311421 1994 17042.9609375 8296 69.4000015258789 9708.259765625
311421 1995 16591.0703125 8298.2998046875 68.5 9601.341796875
311421 1996 16316.1826171875 8426.2001953125 64.3000030517578 9549.119140625
311421 1997 15801.2998046875 8359 63.5999984741211 9131.7998046875
311421 1998 16946.28515625 8528 63.5 9742.2724609375
311421 1999 17308.060546875 8630.900390625 58.7999992370605 9969.7890625
311421 2000 17505.03515625 8970.7001953125 61 9849.7529296875
311421 2001 17892.1875 9348.7998046875 59.2000007629395 9849.9970703125
311421 2002 18179.291015625 9605.2998046875 59 9496.3447265625
311421 2003 17537.333984375 9870.099609375 56 9245.279296875
311421 2004 17474.29296875 9981.099609375 53.5999984741211 8934.0712890625
311421 2005 17001.099609375 10225.2001953125 54.0999984741211 9035.5908203125
311421 2006 16887.556640625 10314.7001953125 50.7999992370605 8864.3525390625
311421 2007 18039.44140625 10490.7001953125 57.2000007629395 9692.2958984375
311421 2008 17690.689453125 10457.099609375 54.7000007629395 10214.4326171875
311421 2009 16862.119140625 10544.900390625 53.4000015258789 10409.423828125
311422 1990 7228.3310546875 2586.19995117188 22.7999992370605 3080.88891601562
311422 1991 7262.89794921875 2741.39990234375 22.7999992370605 3107.7607421875
311422 1992 7194.3310546875 2913.30004882812 20 3100.27758789062
311422 1993 7294.51123046875 3065.80004882812 20.2000007629395 3230.92822265625
311422 1994 7623.76318359375 3118.30004882812 20.2999992370605 3235.03881835938
311422 1995 7650.943359375 3168 20.2000007629395 3157.02709960938
311422 1996 7872.48486328125 3248.60009765625 21.2000007629395 3304.55712890625
311422 1997 8051.10009765625 3271.19995117188 19.2000007629395 2933.39990234375
311422 1998 8162.59814453125 3342.5 16.2000007629395 3035.474609375
311422 1999 7871.0244140625 3422.39990234375 15.8000001907349 2831.62817382812
311422 2000 7598.64501953125 3508.60009765625 15.8000001907349 2760.138671875
311422 2001 7880.65087890625 3503.69995117188 15 3032.75610351562
311422 2002 7238.06396484375 3505.10009765625 14 2524.43896484375
311422 2003 7069.748046875 3519.30004882812 13.3999996185303 2618.02880859375
311422 2004 7125.5537109375 3509 12.8999996185303 2694.107421875
311422 2005 7020.30517578125 3550.30004882812 13.1000003814697 2894.345703125
311422 2006 7053.947265625 3562.5 12.3999996185303 3010.23266601562
311422 2007 7761.66796875 3614.60009765625 14.1000003814697 3448.38671875
311422 2008 7715.4267578125 3644.39990234375 13.3999996185303 3669.30444335938
311422 2009 7268.107421875 3677.39990234375 13.1000003814697 3742.19995117188
